ID Info,Initial Order,ASIN,URL,title,title_short,date_released,Release date,Maker Info,Brand,manufacturer,Model Name,item_model,cntry_of_origin,Is Discontinued By Manufacturer,Monetary Info,price_actual,price_list,Hardware,display_type,Operating System,Connectivity Technology,wireless_comm_stndrd,gps_raw,memory_capacity,memory_capacity_2,memory_capacity_mb,Battery,Battery Cell Composition,battery_type,batter_capacity,Battery Power Rating,Physical Features,Shape,Screen Size,Starting Units of Measurement,scrn_size_inch,item_weight_raw,raw_wght_units,weight_in_oz,prod_dim_raw,standing_screen_dsply_size,Style,Color,package_dmnsn,Display resolution,Scanner Resolution,"Info about Listing (ie. Review info, ratings, etc.)",rvw_avg,cutomer_reviews,cutomer_reviews_1,cutomer_reviews_2,cutomer_reviews_3,num_of_ratings,best_sellers_rank,dept,Language,,Special Feature,See More?,OS,Wireless communication technologies,Connectivity technologies,Special features,Display technology,Other display features,Human Interface Input,Whats in the box,Weight,WeightUnit,weight_oz,Ram Memory Installed Size,Ram_unit,ram_converted,,Age Range (Description),Compatible Devices,Case Material,Type of item,Target Audience,Form Factor,Manufacturer recommended age,Material,UPC
,56,B0D3YKPNKY,https://www.amazon.com/Smartwatches-Fitness-Tracker-Waterproof-Smartwatch/dp/B0D3YKPNKY/ref=zg_bs_g_7939901011_d_sccl_6/139-0075924-6532933?psc=1,"Smart Watch, 1.85""HD Smartwatches for Men Women, (Answer/Make Calls), Fitness Tracker with 100+ Sport Modes, IP68 Waterproof Fitness Watch, Heart Rate/Sleep Monitor, SpO2, Smartwatch for Android iOS","Smart_Watch,_1.85""HD_Smar",6/1/2024,,,,QONBINK,,L70,,,,$39.99,$99.99,,,Android & iOS,Bluetooth,Bluetooth,GPS Via Smartphone,128,Mibyte,0.125,,Lithium Polymer,1 Lithium Polymer batteries required. (included),350 Amp Hours,,,Smart Watch,1.85,in,1.85,3.52,ozm,3.52,,1.85 Inches,,,6.5 x 3.35 x 0.87 inches,,,,4.50,"4.5
283 ratings
4.5 out of 5 stars",4.5,283 ratings,4.5 out of 5 stars,283,"#3,880 in Electronics (See Top 100 in Electronics)
#99 in Smartwatches",,,,"Time Display, Activity Tracker, Shockproof, Music Player",FALSE,,,,,,,,,,,,128,Mibyte,0.125,,,,,,,,,,
,37,B07KY8WQGF,https://www.amazon.com/TOZO-S3-Bluetooth-Waterproof-Compatible/dp/B07KY8WQGF/ref=zg_bs_g_7939901011_d_sccl_37/139-0075924-6532933?psc=1,"TOZO 2024 New Upgraded Smart Watch for Men Women for iPhone ＆ Android, 1.83"" Fitness Tracker Bluetooth Call [Answer/Make], IP68 Waterproof with Heart Rate/SpO2/Sleep Monitor, 100+ Sport Modes",TOZO_2024_New_Upgraded_Sm,8/29/2023,,,TOZO,TOZO,TOZO S3 2024,S3 2024,,,,$39.99,$59.99,,,Android,Bluetooth,Bluetooth,,,,,,Lithium,1 Lithium Polymer batteries required. (included),300 Milliamp Hours,,,Rectangular,1.83,in,1.83,4.8,ozm,4.8,6.42 x 4.49 x 0.67 inches,1.83 Inches,,,,,,,4.20,"4.2
1,163 ratings
4.2 out of 5 stars",4.2,"1,163 ratings",4.2 out of 5 stars,"1,163","#4,276 in Electronics (See Top 100 in Electronics)
#115 in Smartwatches",mens,,,Heart Rate Monitor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,40,B08HMRY8NG,https://www.amazon.com/AGPTEK-Waterproof-Smartwatch-Activity-Pedometer/dp/B08HMRY8NG/ref=zg_bs_g_7939901011_d_sccl_40/139-0075924-6532933?psc=1,"AGPTEK Smart Watch for Women, 5ATM Waterproof Smartwatch for Android and iOS Phones, Fitness Tracker Watch with 100+ Sports Modes, Heart Rate Monitor Pedometer Sleep Monitor, Pink",AGPTEK_Smart_Watch_for_Wo,9/8/2020,,,AGPTEK,AGPTEK,,LW11,,,,$42.99,Check Page,,,Android & iOS,Bluetooth,Bluetooth,,64,Mibyte,0.0625,,Lithium-Cobalt,1 Lithium Polymer batteries required. (included),270 Milliamp Hours,,,Round,1.3,in,1.3,38,g,1.34,9.84 x 1.81 x 0.39 inches,1.3 Inches,,,,,,,4.10,"4.1
56,809 ratings
4.1 out of 5 stars",4.1,"56,809 ratings",4.1 out of 5 stars,"56,809","#2,793 in Electronics (See Top 100 in Electronics)
#65 in Smartwatches",,,,"Sleep Monitor, Activity Tracker, Calorie Tracker, Notifications, Heart Rate Monitor",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,36,B0CTK3TMW7,https://www.amazon.com/Smartwatch-Fitness-Waterproof-Activity-Compatible/dp/B0CTK3TMW7/ref=zg_bs_g_7939901011_d_sccl_36/139-0075924-6532933?psc=1,"Smart Watch for Men Women,Alexa Built-in Smartwatch(Answer/Make Calls),1.83"" HD Fitness Tracker,IP68 Waterproof 100+ Sport Mode Activity Tracker,Heart Rate SpO2 Sleep Monitor,iOS Android Compatible",Smart_Watch_for_Men_Women,1/30/2024,,,Faweio,"Shenzhen DO Intelligent Technology Co., Ltd",,IDW26,China,,,$49.99,$89.98,,,,Bluetooth,Bluetooth,GPS Via Smartphone,128,Mibyte,0.125,,Lithium Polymer,1 Lithium Polymer batteries required. (included),300 Milliamp Hours,,,Rectangular,1.83,in,1.83,0.07,kg,2.469,,1.83 Inches,,,5.63 x 3.58 x 0.75 inches,,,,4.10,"4.1
1,251 ratings
4.1 out of 5 stars",4.1,"1,251 ratings",4.1 out of 5 stars,"1,251","#3,585 in Electronics (See Top 100 in Electronics)
#94 in Smartwatches",,,,"Cycle Tracking, Lightweight, Alarm Clock, Activity Tracker, Phone Call",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,55,B0D7ZTSMPV,https://www.amazon.com/Pressure-Pedometer-Waterproof-Activity-Compatible/dp/B0D7ZTSMPV/ref=zg_bs_g_7939901011_d_sccl_5/139-0075924-6532933?psc=1,"Smart Watch, 1.47"" Health Fitness Tracker with 24/7 Heart Rate,Blood Pressure,Blood Oxygen Monitor,Sleep Tracker,Pedometer, IP68 Waterproof Activity Trackers Compatible with Android&iPhone Women Men","Smart_Watch,_1.47""_Health",7/15/2024,,,FFFITNES,FFFITNES,,Band3,,,,$49.99,$79.99,,,,Wireless,Bluetooth,GPS Via Smartphone,64,Mibyte,0.0625,,Lithium Ion,1 Lithium Metal batteries required. (included),200 Milliamp Hours,,,Rectangular,1.47,in,1.47,90,g,3.175,10.24 x 3.15 x 0.67 inches,1.47 Inches,,,,,,,4.50,"4.5
196 ratings
4.5 out of 5 stars",4.5,196 ratings,4.5 out of 5 stars,196,"#1,077 in Electronics (See Top 100 in Electronics)
#9 in Activity & Fitness Trackers
#12 in Smartwatches",,,,"Blood Pressure Monitor, Calorie Consumption, Weather Forecast, Music/Camera Control, Activity Tracker, Calls and Messages Notification, step counter, Heart Rate Monitor, Sleep Tracker",FALSE,,,,,,,,,,,,64,Mibyte,0.0625,,,,,,,,,,
,72,B0CTK41Y8X,https://www.amazon.com/Smartwatch-Fitness-Waterproof-Activity-Compatible/dp/B0CTK41Y8X/ref=zg_bs_g_7939901011_d_sccl_22/139-0075924-6532933?psc=1,"Smart Watch for Men Women,Alexa Built-in Smartwatch(Answer/Make Calls),1.83"" HD Fitness Tracker,IP68 Waterproof 100+ Sport Mode Activity Tracker,Heart Rate SpO2 Sleep Monitor,iOS Android Compatible",Smart_Watch_for_Men_Women,1/30/2024,,,Faweio,"Shenzhen DO Intelligent Technology Co., Ltd",,IDW26,China,,,$49.99,Check Page,,,,Bluetooth,Bluetooth,GPS Via Smartphone,128,Mibyte,0.125,,Lithium Polymer,1 Lithium Polymer batteries required. (included),300 Milliamp Hours,,,Rectangular,1.83,in,1.83,2.46,ozm,2.46,,1.83 Inches,,,5.55 x 3.54 x 0.75 inches,,,,4.10,"4.1
1,251 ratings
4.1 out of 5 stars",4.1,"1,251 ratings",4.1 out of 5 stars,"1,251","#5,306 in Electronics (See Top 100 in Electronics)
#139 in Smartwatches",,,,"Lightweight, Cycle Tracking, Multisport Tracker, Daily Workout Memory, Activity Tracker",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,57,B0CZDFCZJS,https://www.amazon.com/Smart-Watches-Men-Waterproof-Bluetooth/dp/B0CZDFCZJS/ref=zg_bs_g_7939901011_d_sccl_7/139-0075924-6532933?psc=1,"Smart Watches for Men - 2.01'' HD Display, 80 Days Long Battery, IP68 Waterproof, Bluetooth Call, 100 Sport Modes Fitness Tracker Watch, Heart Rate/Blood Oxygen/Sleep Monitor Smart Watch for Android",Smart_Watches_for_Men_-_2,3/29/2024,,,EBXDW,EBXDW,Smart Watches for Men,C20,China,,,$49.99,$59.99,,,Android & iOS,Wireless,,Location Capture,,,,,Lithium Polymer,1 Lithium Metal batteries required. (included),,,,Square,2.01,in,2.01,0.247,ozm,0.247,2.17 x 1.76 x 0.54 inches,2.01 Inches,Classic,Black,,,,,4.30,"4.3
1,548 ratings
4.3 out of 5 stars",4.3,"1,548 ratings",4.3 out of 5 stars,"1,548","#5,543 in Electronics (See Top 100 in Electronics)
#149 in Smartwatches",,,,Activity Tracker,FALSE,Android&IOS,Bluetooth,Wireless,Activity Tracker,,Wireless,"Touchscreen, Buttons",,7,g,0.247,,,,,,,,,,,,,
,78,B0D2Q6X6TW,https://www.amazon.com/Watches-Smartwatch-Compatible-Pressure-Messages/dp/B0D2Q6X6TW/ref=zg_bs_g_7939901011_d_sccl_28/139-0075924-6532933?psc=1,"Smart Watches for Women,Fitness Tracker Smartwatch for Android Phones/iPhone Compatible,1.85"" Womens Watch with Blood Pressure Monitor,Calls and Messages/Heart Rate/Sleep/Female Cycle(3 Watch Bands)","Smart_Watches_for_Women,F",5/15/2024,,,AKUMAKA,AKUMAKA,G39,,China,,,$49.99,$99.99,,,Android,Bluetooth,,,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Square,1.85,in,1.85,7.8,ozm,7.8,,1.85 Inches,Casual,Pink,11.14 x 3.98 x 0.83 inches,,,,4.50,"4.5
902 ratings
4.5 out of 5 stars",4.5,902 ratings,4.5 out of 5 stars,902,"#710 in Electronics (See Top 100 in Electronics)
#8 in Smartwatches",,,,"Multisport Tracker, Activity Tracker, Alarm Clock, Daily Workout Memory, Notifications",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,29,B07KY8MQGT,https://www.amazon.com/TOZO-S5-Waterproof-Smartwatch-Silicone/dp/B07KY8MQGT/ref=zg_bs_g_7939901011_d_sccl_29/139-0075924-6532933?psc=1,"TOZO S5 Smart Watch (Answer/Make Calls), 1.43’’ AMOLED Smart Watches for Men Women 100+ Sport Modes Fitness Watch with Blood Oxygen/Sleep/Heart Rate Monitor, IP68 Waterproof Smartwatch",TOZO_S5_Smart_Watch_(Answ,12/21/2023,,,TOZO,TOZO,,S5,,,,$59.99,$69.99,,,,Wireless,Bluetooth,No GPS,128,Mibyte,0.125,,Lithium,1 Lithium Metal batteries required. (included),300 Milliamp Hours,,,Round,1.43,in,1.43,0.3,lbm,4.8,6.73 x 4.49 x 0.67 inches,1.43 Inches,,,,,,,4.30,"4.3
1,701 ratings
4.3 out of 5 stars",4.3,"1,701 ratings",4.3 out of 5 stars,"1,701","#1,485 in Electronics (See Top 100 in Electronics)
#22 in Smartwatches",Mens,,,Touch screen，Motion Mode Tracking,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,46,B0D812N1MM,https://www.amazon.com/CMF-Watch-Pro-Smartwatch-Monitoring/dp/B0D812KV92/ref=zg_bs_g_7939901011_d_sccl_46/139-0075924-6532933?psc=1,"CMF Watch Pro 2 Smartwatch for Men Women, Fitness Tracker with Heart Rate, SPO₂ Monitoring,120 Sports Model, Bluetooth Calls with AI Noise Reduction, IP68 Waterproof with GPS for Android iOS Ash Grey",CMF_Watch_Pro_2_Smartwatc,6/25/2024,,,CMF BY NOTHING,CMF BY NOTHING,CMF Watch Pro 2,CMF Watch Pro 2,China,,,$69.00,$79.00,,,WearOS,Bluetooth,Bluetooth,Built-in GPS,,,,,Unknown,,,,,Round,1.32,in,1.32,48,g,1.693,1.97 x 1.18 x 0.2 inches,1.32 Inches,Modern,,,,,,4.00,"4.0
105 ratings
4.0 out of 5 stars",4,105 ratings,4.0 out of 5 stars,105,"#5,530 in Electronics (See Top 100 in Electronics)
#147 in Smartwatches",mens,,,"Activity Tracker, Alarm Clock, GPS, Notifications",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,71,B09H5TWSB3,https://www.amazon.com/Amazfit-Android-Fitness-Tracking-Waterproof/dp/B09H5TWSB3/ref=zg_bs_g_7939901011_d_sccl_21/139-0075924-6532933?psc=1,"Amazfit GTR 3 Smart Watch 46mm for Android iPhone, 21-Day Battery Life, Alexa Built-in, GPS, Fitness Tracker with 150+ Sports Modes, AMOLED Display, Heart Rate Sleep Health Tracker, Black",Amazfit_GTR_3_Smart_Watch,10/11/2021,,,Amazfit,Amazfit,,A1971-Black,China,,,$69.99,$119.99,,,Android & iOS,GPS,Bluetooth,GPS Enabled,2300,Mibyte,2.24609375,,Lithium Polymer,1 Lithium Polymer batteries required. (included),,,,"Heart,Round",1.39,in,1.39,1.73,ozm,1.73,1.8 x 1.8 x 0.42 inches,1.39 Inches,,Thunder Black,,,454 x 454,,4.20,"4.2
7,590 ratings
4.2 out of 5 stars",4.2,"7,590 ratings",4.2 out of 5 stars,"7,590","#25,364 in Electronics (See Top 100 in Electronics)
#639 in Smartwatches",Unisex Adult,,,"GPS, Heart Rate Monitor, Activity Tracker, Calorie Tracker, Breath Monitor, Stress Tracking, Blood Pressure Monitor, Sleep Monitor, Cycle Tracking, Alarm Clock, Elevation Tracker, Always On Display",FALSE,"iOS, Android",Bluetooth,GPS,"GPS, Heart Rate Monitor, Activity Tracker, Calorie Tracker, Breath Monitor, Stress Tracking, Blood Pressure Monitor, Sleep Monitor, Cycle Tracking, Alarm Clock, Elevation Tracker, Always On Display",AMOLED,Wireless,Touchscreen,"Charging base, Instruction manual",49,g,1.728,,,,,,,,,,Watch,,,
,62,B0BFWVTLGM,https://www.amazon.com/SKG-Android-Smartwatch-Bluetooth-Waterproof/dp/B0BFWVTLGM/ref=zg_bs_g_7939901011_d_sccl_12/139-0075924-6532933?psc=1,"SKG Smart Watch for Men Women Android iPhone with Alexa Built-in & Bluetooth Call(Answer/Make Call) 1.69"" Fitness Tracker with IP68 Waterproof, 60+ Sports, Heart Rate SpO2 Monitor, V7 Pro",SKG_Smart_Watch_for_Men_W,9/20/2022,,,SKG,SKG,,V7 PRO,China,,,$79.59,$99.99,,,Android & iOS,Bluetooth,Bluetooth,GPS Via Smartphone,,,,,Lithium Polymer,1 Lithium Polymer batteries required.,300 Milliamp Hours,3.8 Volts,,Rectangular,1.69,in,1.69,2.89,ozm,2.89,1.77 x 1.5 x 0.46 inches,1.69 Inches,,V7 PRO Black,,,,,4.00,"4.0
3,811 ratings
4.0 out of 5 stars",4,"3,811 ratings",4.0 out of 5 stars,"3,811","#3,092 in Electronics (See Top 100 in Electronics)
#74 in Smartwatches",unisex-adult,,,"Sedentary Reminder, Activity Tracker, Phone Call, Notifications, Heart Rate Monitor",FALSE,"Android 6 +, IOS 9.0+",Bluetooth,Bluetooth,"Sedentary Reminder, Activity Tracker, Phone Call, Notifications, Heart Rate Monitor",,Wireless,Touchscreen,"users manual * 1, magnetic charging cable * 1, smart watch * 1",0.18,lbm,2.88,,,,,,,,,,,,,
,76,B0BFWVY9Q3,https://www.amazon.com/SKG-Android-Smartwatch-Bluetooth-Waterproof/dp/B0BFWVY9Q3/ref=zg_bs_g_7939901011_d_sccl_26/139-0075924-6532933?psc=1,"SKG Smart Watch for Men Women Android iPhone, with Alexa Built-in & Bluetooth Call(Answer/Make Call) 1.69"" Fitness Tracker with IP68 Waterproof, 60+ Sports, Heart Rate SpO2 Monitor, V7 Pro",SKG_Smart_Watch_for_Men_W,9/20/2022,,,SKG,SKG,,V7 PRO,China,,,$79.59,$99.99,,,Android & iOS,Bluetooth,Bluetooth,GPS Via Smartphone,,,,,Lithium Polymer,1 Lithium Polymer batteries required.,300 Milliamp Hours,3.8 Volts,,Rectangular,1.69,in,1.69,1.39,ozm,1.39,1.77 x 1.5 x 0.46 inches,1.69 Inches,,V7 PRO Pink,,,,,4.00,"4.0
3,811 ratings
4.0 out of 5 stars",4,"3,811 ratings",4.0 out of 5 stars,"3,811","#5,356 in Electronics (See Top 100 in Electronics)
#139 in Smartwatches",unisex-adult,,,"Sleep Monitor, Sedentary Reminder, Daily Workout Memory, Phone Call, Heart Rate Monitor",FALSE,"IOS 9.0+, Android 6 +",Bluetooth,Bluetooth,"Sleep Monitor, Sedentary Reminder, Daily Workout Memory, Phone Call, Heart Rate Monitor",,Wireless,Touchscreen,"users manual * 1, magnetic charging cable * 1, smart watch * 1",1.39,ozm,1.39,,,,,,,,,,,,,
,25,B09JKYS2MZ,https://www.amazon.com/Samsung-Electronics-Smartwatch-Detection-Bluetooth/dp/B09JKYS2MZ/ref=zg_bs_g_7939901011_d_sccl_25/139-0075924-6532933?psc=1,"Samsung Electronics Galaxy Watch 4 Classic 46mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",Samsung_Electronics_Galax,10/15/2021,,,,Samsung Electronics,,Galaxy Watch4 Classic,,,,$79.97,$82.99,,,WearOS,"Bluetooth, Wi-Fi, Cellular",Bluetooth,TRUE,2,Gibyte,2,,Lithium Ion,1 Lithium Ion batteries required.,12 Milliamp Hours,,,Round,1.4,in,1.4,11.97,g,0.422,7 x 4 x 5 inches,1.4 Inches,,,,,,,4.30,"4.3
4,754 ratings
4.3 out of 5 stars",4.3,"4,754 ratings",4.3 out of 5 stars,"4,754","#2,293 in Electronics (See Top 100 in Electronics)
#9 in Renewed Smartwatches
#16 in Men's Smartwatches
#53 in Smartwatches",mens,,,"Time Display, Sleep Monitor, GPS",FALSE,,,,,,,,,,,,1.5,Gibyte,1.5,,,,,,,,,,
,9,B096BK7W5M,https://www.amazon.com/Samsung-Galaxy-Watch-Smartwatch-Detection/dp/B096BK7W5M/ref=zg_bs_g_7939901011_d_sccl_9/139-0075924-6532933?psc=1,"SAMSUNG Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health, Fitness, Running, Sleep Cycles, GPS Fall Detection, Bluetooth, US Version, SM-R860NZDAXAA, Pink Gold",SAMSUNG_Galaxy_Watch_4_40,8/11/2021,,,SAMSUNG,Samsung,,SM-R860NZDAXAA,,,,$94.00,$649.99,,,WatchOS,"Bluetooth, GPS",Bluetooth,TRUE,16,Gibyte,16,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,"Heart,Irregular",1.2,in,1.2,0.914,ozm,0.914,1.59 x 1.55 x 0.39 inches,1.2 Inches,,Pink Gold,,,,,4.60,"4.6
28,792 ratings
4.6 out of 5 stars",4.6,"28,792 ratings",4.6 out of 5 stars,"28,792","#2,445 in Electronics (See Top 100 in Electronics)
#15 in Men's Smartwatches
#56 in Smartwatches",mens,,,"ECG, Sleep Monitor, Activity Tracker, GPS, Bluetooth, Heart Rate Monitor, Wireless, Daily Workout Memory, Notifications, Music Player, Blood Pressure Monitor",FALSE,watchOS 4,Bluetooth,"Bluetooth, gps","ECG, Sleep Monitor, Activity Tracker, GPS, Bluetooth, Heart Rate Monitor, Wireless, Daily Workout Memory, Notifications, Music Player, Blood Pressure Monitor",,Wireless,"Touchscreen, Buttons","Watch, Band, Charger",25.9,g,0.914,1.5,Gibyte,1.5,,,,,,,,,,
,99,B08KJ32SFZ,https://www.amazon.com/New-Apple-Watch-GPS-40mm/dp/B08KJ32SFZ/ref=zg_bs_g_7939901011_d_sccl_99/139-0075924-6532933?psc=1,"Apple Watch SE (GPS, 40mm) - Gold Aluminum Case with Pink Sand Sport Band (Renewed)","Apple_Watch_SE_(GPS,_40mm",10/2/2020,,,Apple,Apple Computer,MYDN2LL/A,A2351,,,,$119.00,$146.00,,,WatchOS,GPS,Bluetooth,TRUE,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Square,40,mm,1.575,1.08,ozm,1.08,7 x 4 x 5 inches,40 Millimeters,,Gold Aluminum Case,,,,,4.40,"4.4
1,292 ratings
4.4 out of 5 stars",4.4,"1,292 ratings",4.4 out of 5 stars,"1,292","#60 in Amazon Renewed (See Top 100 in Amazon Renewed)
#7 in Renewed Smartwatches
#11 in Men's Smartwatches
#40 in Smartwatches",mens,,,"Time Display, Sleep Monitor, Text Messaging, GPS",FALSE,WatchOS,"Bluetooth, Wi-Fi, NFC",GPS,"Time Display, Sleep Monitor, Text Messaging, GPS",OLED,Wireless,"Dial, Touchscreen, Microphone",Generic Wall Charger,1.08,ozm,1.08,,,,,,,,,,,,,
,74,B08L5HKWFX,https://www.amazon.com/Apple-Watch-GPS-Cellular-44mm-Aluminum/dp/B08L5HKWFX/ref=zg_bs_g_7939901011_d_sccl_24/139-0075924-6532933?psc=1,"Apple Watch Series 6 (GPS + Cellular, 44mm) - Space Gray Aluminum Case with Black Sport Band (Renewed)",Apple_Watch_Series_6_(GPS,10/13/2020,,,Apple,Apple Computer,,A2294,,No,,$125.94,$174.99,,,watchOS,Wi-Fi,Bluetooth,TRUE,32,Gibyte,32,,Lithium Ion,1 Lithium Ion batteries required.,,,,Rectangular,44,mm,1.732,4.6,ozm,4.6,7 x 5 x 4 inches,44 Millimeters,,,,,,,4.30,"4.3
9,498 ratings
4.3 out of 5 stars",4.3,"9,498 ratings",4.3 out of 5 stars,"9,498","#1,959 in Electronics (See Top 100 in Electronics)
#7 in Renewed Smartwatches
#11 in Men's Smartwatches
#36 in Smartwatches",mens,,,"Time Display, Sleep Monitor, Text Messaging, GPS",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,6,B07PS9D7GW,https://www.amazon.com/Apple-Watch-44mm-Space-Aluminum/dp/B07PS9D7GW/ref=zg_bs_g_7939901011_d_sccl_6/139-0075924-6532933?psc=1,"Apple Watch Series 4 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",Apple_Watch_Series_4_(GPS,3/17/2019,,,Apple,Apple,series 4,MU6D2LL/A,,Yes,,$126.58,$135.00,,,WatchOS,GPS,,TRUE,1,Gibyte,1,,Lithium Ion,2 Lithium Ion batteries required. (included),,,,Rectangular,44,mm,1.732,4.2,ozm,4.2,15.9 x 7.9 x 1 inches,44 Millimeters,,"Space Gray, Black",,,,,4.10,"4.1
24,380 ratings
4.1 out of 5 stars",4.1,"24,380 ratings",4.1 out of 5 stars,"24,380","#9 in Amazon Renewed (See Top 100 in Amazon Renewed)
#1 in Renewed Smartwatches
#3 in Men's Smartwatches
#4 in Smartwatches",mens,,,"Electrocardiography, Heart rate, Accelerometer, Altimeter, Ambient light sensor, Gyro sensor, Heart rate sensor, GPS,Time Display,Phone Call, Notifications",FALSE,WatchOS,Cellular,GPS,"Electrocardiography, Heart rate, Accelerometer, Altimeter, Ambient light sensor, Gyro sensor, Heart rate sensor, GPS,Time Display,Phone Call, Notifications",OLED,Wireless,Buttons,"Apple Watch 40mm Series 4, Charging Cable,Square Wall Socket Charging Adapter",,,,,,,,,,,,,,,,
,3,B083M8DP6X,https://www.amazon.com/Apple-Watch-GPS-44MM-Aluminum/dp/B083M8DP6X/ref=zg_bs_g_7939901011_d_sccl_3/139-0075924-6532933?psc=1,"Apple Watch Series 5 (GPS, 44MM) - Space Gray Aluminum Case with Black Sport Band (Renewed)",Apple_Watch_Series_5_(GPS,1/8/2020,,,Apple,Apple Computer,Apple Watch Series 5 GPS,MWVF2LL/A,,,,$129.88,$166.00,,,WatchOS,GPS,,Built-in GPS,,,,,Lithium Ion,1 Lithium Ion batteries required. (included),,,,Rectangular,44,mm,1.732,4.2,ozm,4.2,5 x 4 x 7 inches,44 Millimeters,GPS,,,,,,4.20,"4.2
26,435 ratings
4.2 out of 5 stars",4.2,"26,435 ratings",4.2 out of 5 stars,"26,435","#370 in Electronics (See Top 100 in Electronics)
#2 in Renewed Smartwatches
#5 in Men's Smartwatches
#6 in Smartwatches",mens,,,"Time Display, Accelerometer, GPS, Notifications, Heart Rate Monitor, Always On display, Water Resistant",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
,80,B08KZYMNJC,https://www.amazon.com/Apple-Watch-GPS-44mm-Aluminum/dp/B08KZYMNJC/ref=zg_bs_g_7939901011_d_sccl_30/139-0075924-6532933?psc=1,"Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band (Renewed)",Apple_Watch_Series_6_(GPS,10/10/2020,,,,Apple,,A2292,,,,$148.00,$176.00,,,watchOS,GPS,"Radio Frequency, Bluetooth",TRUE,32,Gibyte,32,,Lithium Ion,1 Lithium Ion batteries required. (included),303.8 Milliamp Hours,,,Square,44,mm,1.732,4.6,ozm,4.6,7 x 4 x 5 inches,44 Millimeters,,Space Gray,,,,,4.30,"4.3
3,192 ratings
4.3 out of 5 stars",4.3,"3,192 ratings",4.3 out of 5 stars,"3,192","#79 in Amazon Renewed (See Top 100 in Amazon Renewed)
#10 in Renewed Smartwatches
#17 in Men's Smartwatches
#62 in Smartwatches",mens,,,"Time Display, Sleep Monitor, Text Messaging, GPS, Oxymeter (SpO2), ECG, Multisport Tracker, Music Player, Phone Call, Daily Workout Memory, Always On Display",FALSE,watchOS,"Bluetooth, Wi-Fi, NFC",GPS,"Time Display, Sleep Monitor, Text Messaging, GPS, Oxymeter (SpO2), ECG, Multisport Tracker, Music Player, Phone Call, Daily Workout Memory, Always On Display",OLED,Wireless,Buttons,Apple Watch Charger,,,,,,,,,,,,,,,,
,15,B0BWPK91TB,https://www.amazon.com/Apple-Watch-SE-2nd-40mm/dp/B0BWPK91TB/ref=zg_bs_g_7939901011_d_sccl_15/139-0075924-6532933?psc=1,"Apple Watch SE (2nd Gen) (GPS, 40mm) - Starlight Aluminum Case with Starlight Sport Band, S/M (Renewed)",Apple_Watch_SE_(2nd_Gen)_,2/23/2023,,,Apple,Apple,Apple Watch SE,MNT63LL/A,,,,$158.00,$169.00,,,WatchOS,"Wi-Fi, USB",,Built-in GPS,32,Gibyte,32,,Lithium Ion,1 Lithium Ion batteries required.,,,,"Apple,Heart,Irregular",40,mm,1.575,8.1,ozm,8.1,11.65 x 2.99 x 1.35 inches,40 Millimeters,,,,,,,4.20,"4.2
377 ratings
4.2 out of 5 stars",4.2,377 ratings,4.2 out of 5 stars,377,"#7,125 in Electronics (See Top 100 in Electronics)
#29 in Renewed Smartwatches
#40 in Men's Smartwatches
#185 in Smartwatches",mens,,,"Activity Tracker, Heart Rate Monitor, Sleep Monitor, GPS, Fall Detection, SOS Button, Phone Call, Notification, Elevation Tracker, Cycle Tracking, Accelerometer",FALSE,,,,,,,,,,,,,,,,,,,,,,,,
